ID,Gender,Ever_Married,Graduated,Spending_Score,Segmentation
466347,Male,Yes,No,Low,B
459077,Female,Yes,No,High,A
460339,Female,Yes,Yes,Low,A
459970,Male,No,Yes,Low,A
463464,Male,No,No,Low,D
459313,Male,Yes,No,Average,C
466990,Male,Yes,Yes,Average,B
460077,Female,No,Yes,Low,A
460369,Female,Yes,Yes,Low,C
464108,Female,Yes,Yes,Average,C
463792,Female,No,No,Low,B
462261,Male,Yes,No,Average,C
463312,Male,Yes,No,Low,A
462667,Female,Yes,No,Average,A
462917,Male,Yes,No,Low,D
463898,Female,No,Yes,Low,C
459157,Male,No,Yes,Low,D
460287,Male,Yes,Yes,Low,B
460521,Male,No,Yes,Low,C
460684,Male,Yes,No,Low,B
462319,Male,Yes,Yes,Average,C
462925,Female,Yes,No,Average,A
465128,Female,Yes,No,Average,B
465222,Male,Yes,No,Low,A
467850,Female,No,No,Low,D
465488,Male,No,No,Low,D
461266,Female,No,Yes,Low,A
467453,Male,No,No,Low,D
467672,Female,Yes,Yes,Average,C
466606,Female,Yes,Yes,Low,B
462309,Male,No,Yes,Low,D
461840,Male,Yes,Yes,High,C
461284,Male,No,No,Low,D
467878,Female,Yes,Yes,Average,A
465553,Female,Yes,Yes,Average,C
463346,Male,Yes,Yes,Low,D
466232,Male,Yes,No,High,C
465183,Female,Yes,Yes,Low,C
462382,Male,Yes,Yes,High,B
461363,Male,No,Yes,Low,A
465658,Male,Yes,Yes,Average,C
460748,Female,Yes,No,Low,A
466217,Male,No,Yes,Low,C
465484,Female,Yes,Yes,Low,B
459401,Male,No,No,Low,C
459783,Female,Yes,No,High,B
462326,Female,Yes,Yes,Average,C
459870,Male,Yes,No,High,A
467676,Male,Yes,Yes,Low,D
464488,Female,No,Yes,Low,C
466076,Male,No,No,Low,D
462275,Male,Yes,Yes,Average,C
459396,Female,No,Yes,Low,B
464417,Male,Yes,No,Average,C
467311,Male,Yes,Yes,High,B
464034,Male,Yes,Yes,Low,A
467748,Male,Yes,Yes,High,C
465010,Female,No,Yes,Low,D
459886,Male,Yes,No,Low,A
466435,Male,Yes,No,High,D
463885,Male,Yes,Yes,Low,A
462915,Male,Yes,No,Average,B
462824,Male,Yes,No,Average,B
460696,Male,Yes,No,Low,D
466662,Female,No,No,Low,A
461658,Female,Yes,Yes,Average,C
467142,Male,Yes,Yes,Low,B
460127,Male,No,Yes,Low,D
467542,Male,No,Yes,Low,D
462901,Female,Yes,No,Low,A
464797,Female,Yes,No,Average,A
460867,Male,Yes,Yes,Average,B
464438,Male,Yes,No,Average,C
460779,Female,No,No,Low,A
458996,Female,Yes,No,Low,A
460276,Female,Yes,Yes,Low,C
466478,Female,Yes,Yes,Average,C
463834,Female,Yes,Yes,Average,C
465796,Female,Yes,Yes,Average,C
460654,Female,Yes,No,Average,D
459752,Female,Yes,Yes,Average,B
459057,Male,Yes,No,High,D
465641,Female,Yes,Yes,Average,C
467854,Male,No,Yes,Low,A
459291,Female,No,Yes,Low,A
460749,Male,No,Yes,Low,A
467861,Female,No,No,Low,D
459446,Male,Yes,No,Average,C
459229,Female,Yes,Yes,Average,B
466038,Female,No,No,Low,A
459507,Male,Yes,No,High,D
467494,Female,Yes,Yes,High,A
459472,Female,Yes,No,High,A
466023,Male,Yes,No,High,B
467538,Male,Yes,Yes,Low,B
459266,Male,No,Yes,Low,D
467642,Male,Yes,Yes,Average,C
466477,Male,Yes,Yes,Average,C
459579,Female,Yes,Yes,Average,B
464143,Male,No,Yes,Low,D
467678,Male,No,No,Low,D
466053,Female,No,No,Low,D
467038,Male,Yes,Yes,High,C
466822,Female,Yes,Yes,Average,B
464371,Male,Yes,Yes,Low,C
462788,Male,Yes,No,Average,C
459334,Male,Yes,Yes,Low,D
465236,Male,Yes,Yes,Low,C
461433,Male,Yes,Yes,High,C
466345,Male,No,No,Low,D
459942,Male,No,Yes,Low,B
462739,Male,Yes,Yes,Low,A
463412,Male,No,Yes,Low,A
467243,Male,No,Yes,Low,D
463215,Female,Yes,Yes,High,A
460887,Male,Yes,Yes,Average,B
467950,Female,No,Yes,Low,D
460407,Female,No,Yes,Low,B
466565,Male,Yes,No,Average,B
461590,Male,Yes,No,High,B
461128,Male,No,No,Low,D
460145,Female,No,Yes,Low,B
462192,Female,No,No,Low,D
467470,Male,Yes,Yes,Average,B
462734,Male,Yes,Yes,Average,C
467937,Male,No,Yes,Low,C
463395,Male,No,No,Low,B
466648,Male,Yes,Yes,High,C
460866,Male,No,Yes,Low,B
463097,Female,Yes,Yes,Average,C
466196,Female,Yes,Yes,Low,A
466372,Female,Yes,Yes,Average,C
467400,Male,Yes,No,Low,A
459367,Female,No,No,Low,D
463390,Female,Yes,Yes,Average,C
465478,Male,Yes,No,Low,A
466739,Male,No,No,Low,D
461262,Female,No,No,Low,A
463376,Female,Yes,Yes,High,C
459536,Male,Yes,Yes,Low,D
466351,Female,No,No,Low,D
465916,Male,No,Yes,Low,B
461867,Male,No,Yes,Low,A
461236,Female,No,Yes,Low,D
461330,Male,Yes,No,High,C
466271,Male,No,No,Low,B
463511,Female,No,Yes,Low,B
462567,Female,No,No,Low,A
460278,Male,Yes,Yes,Low,A
467841,Female,No,No,Low,D
465167,Female,Yes,Yes,Average,C
463579,Male,Yes,Yes,Average,B
462779,Female,Yes,No,Average,D
464161,Male,Yes,No,Low,A
463462,Female,Yes,No,Average,A
459963,Female,No,Yes,Low,A
459172,Male,No,No,Low,D
467475,Female,Yes,Yes,Average,C
464303,Male,Yes,No,Average,B
461308,Male,No,No,Low,D
467231,Male,No,No,Low,D
460149,Male,Yes,Yes,Low,C
459955,Male,No,Yes,Low,D
463668,Female,No,No,Low,C
463424,Female,Yes,Yes,Average,C
462767,Male,No,No,Low,D
465736,Female,No,Yes,Low,B
461449,Female,Yes,Yes,High,B
462591,Male,No,No,Low,D
464531,Male,Yes,No,High,A
467007,Female,Yes,No,High,A
460190,Female,No,Yes,Low,D
466149,Female,No,No,Low,A
464214,Male,No,Yes,Low,D
461211,Female,No,Yes,Low,A
467430,Male,Yes,Yes,Average,C
462624,Male,Yes,No,Low,D
464936,Male,No,No,Low,D
461542,Male,No,Yes,Low,B
465302,Female,Yes,Yes,High,B
460291,Female,Yes,Yes,Low,B
460742,Male,No,Yes,Low,B
464350,Female,Yes,Yes,High,C
465746,Female,No,Yes,Low,C
466325,Female,No,No,Low,A
464353,Female,No,Yes,Low,A
463172,Male,Yes,No,Low,A
467136,Male,Yes,No,Average,A
466693,Male,No,No,Low,D
461727,Female,No,Yes,Low,C
461160,Male,Yes,Yes,Low,A
461360,Female,Yes,Yes,Average,D
466900,Female,Yes,Yes,Average,C
467166,Female,Yes,No,Average,D
460541,Female,Yes,Yes,Average,D
466622,Female,No,Yes,Low,A
465971,Male,Yes,Yes,Low,D
466909,Male,Yes,Yes,Low,B
460637,Female,No,No,Low,D
462288,Male,Yes,Yes,Average,C
464627,Male,Yes,Yes,Low,A
460205,Male,Yes,Yes,Low,B
460854,Female,No,No,Low,D
463725,Male,Yes,Yes,Low,C
461694,Male,No,Yes,Low,D
465917,Male,No,Yes,Low,B
463604,Male,No,No,Low,D
467473,Male,No,No,Low,D
462462,Male,Yes,Yes,Average,C
465089,Male,Yes,No,High,C
467491,Male,Yes,Yes,Average,C
461418,Male,No,Yes,Low,A
464540,Female,Yes,Yes,Average,A
462985,Male,Yes,Yes,Average,A
465921,Female,No,Yes,Low,B
462193,Male,No,Yes,Low,B
467754,Male,Yes,Yes,Average,C
459672,Male,Yes,No,Average,C
465815,Male,Yes,No,Average,A
459379,Female,No,No,Low,D
460824,Male,Yes,Yes,Low,B
458988,Female,No,No,Low,D
466583,Female,Yes,Yes,Average,A
467951,Male,No,Yes,Low,A
461742,Male,Yes,Yes,High,C
466321,Male,Yes,Yes,Low,C
464102,Female,Yes,Yes,Average,C
465695,Female,No,No,Low,B
467657,Male,No,No,Low,D
467203,Female,Yes,Yes,Average,C
460329,Male,No,Yes,Low,A
465926,Male,Yes,Yes,Low,D
467635,Female,No,Yes,Low,B
461127,Male,No,No,Low,D
462486,Male,Yes,Yes,Average,C
463011,Female,Yes,Yes,High,B
464715,Male,Yes,No,Average,D
462725,Male,Yes,Yes,High,B
465325,Female,Yes,Yes,Low,B
464699,Male,No,No,Low,D
465270,Female,Yes,Yes,Average,C
463189,Female,Yes,Yes,Low,A
460162,Female,No,No,Low,D
466244,Female,No,No,Low,B
466234,Female,Yes,Yes,Low,B
466403,Female,Yes,No,Average,A
459156,Female,Yes,Yes,High,A
463944,Male,No,No,Low,A
466888,Male,Yes,Yes,Low,A
461430,Male,Yes,Yes,Average,C
464489,Male,Yes,Yes,Average,C
464738,Female,Yes,No,Average,A
459953,Male,Yes,Yes,Low,B
465318,Male,No,No,Low,C
461959,Female,Yes,Yes,Low,C
459029,Male,Yes,No,High,B
467237,Male,Yes,Yes,High,D
459724,Female,Yes,No,Average,A
459891,Male,Yes,Yes,Average,A
462628,Female,Yes,No,Average,D
461756,Female,Yes,Yes,Average,C
463433,Female,Yes,Yes,Low,C
465724,Male,No,Yes,Low,A
466904,Male,Yes,Yes,Average,C
462463,Male,Yes,No,Average,C
461515,Male,Yes,No,Low,A
464192,Female,Yes,No,High,D
467357,Male,Yes,Yes,Low,D
467904,Female,No,Yes,Low,A
460921,Male,Yes,No,High,C
464842,Male,No,Yes,Low,A
467733,Male,Yes,No,High,B
460142,Female,Yes,Yes,Average,B
461504,Female,Yes,Yes,Low,B
460174,Female,No,Yes,Low,C
461965,Male,No,No,Low,D
467506,Female,No,Yes,Low,A
463998,Female,No,No,Low,B
462821,Male,No,No,Low,D
463787,Female,Yes,Yes,Low,C
460203,Female,Yes,Yes,Low,A
460104,Male,No,Yes,Low,A
465434,Female,No,Yes,Low,B
461259,Male,No,Yes,Low,A
465797,Male,Yes,Yes,Average,C
466373,Male,Yes,Yes,High,B
464495,Female,No,No,Low,C
462329,Male,Yes,No,High,C
463508,Female,Yes,No,Low,A
462062,Male,No,No,Low,D
466150,Male,Yes,Yes,Low,B
466220,Male,No,Yes,Low,B
464648,Male,Yes,No,High,A
464167,Male,Yes,Yes,High,C
465012,Male,Yes,No,High,B
464584,Female,No,Yes,Low,D
463258,Female,Yes,Yes,Average,A
467765,Male,Yes,No,High,D
463687,Female,No,No,Low,D
467557,Female,Yes,Yes,Average,C
461477,Female,No,Yes,Low,C
462935,Male,Yes,No,Low,D
465017,Male,Yes,Yes,High,C
461140,Female,No,No,Low,D
462430,Male,Yes,Yes,High,C
463225,Female,Yes,Yes,Average,B
462897,Male,No,Yes,Low,D
466136,Female,No,Yes,Low,A
466989,Female,Yes,Yes,Average,B
462428,Male,Yes,Yes,Average,C
462446,Male,No,No,Low,D
467254,Female,Yes,Yes,Low,B
464077,Female,Yes,Yes,High,C
465808,Male,Yes,Yes,Average,D
464660,Male,No,Yes,Low,C
464855,Female,Yes,No,Average,A
465430,Male,No,No,Low,C
463119,Female,Yes,Yes,High,C
460493,Male,No,Yes,Low,B
459170,Female,No,Yes,Low,B
461219,Female,No,Yes,Low,D
467054,Male,No,No,Low,D
465107,Male,Yes,No,Low,D
459274,Female,Yes,Yes,High,B
459540,Female,Yes,Yes,Low,B
467536,Male,Yes,No,Low,D
461611,Female,Yes,Yes,Average,C
466164,Female,No,Yes,Low,A
466638,Female,No,Yes,Low,B
466733,Female,No,No,Low,A
460518,Female,Yes,Yes,Average,C
464115,Female,No,Yes,Low,D
460383,Female,No,Yes,Low,D
466943,Male,No,Yes,Low,B
462054,Male,No,Yes,Low,D
465988,Female,Yes,Yes,High,B
462503,Male,Yes,Yes,High,C
461215,Female,No,Yes,Low,D
460608,Male,No,No,Low,D
461698,Female,Yes,Yes,High,C
459373,Male,No,Yes,Low,D
465911,Female,No,Yes,Low,A
462315,Male,Yes,Yes,Average,B
461563,Female,Yes,Yes,High,C
465007,Male,Yes,Yes,Low,D
464777,Female,Yes,No,Average,B
461480,Female,Yes,Yes,High,C
460486,Female,No,No,Low,D
459994,Male,No,No,Low,A
459042,Female,Yes,Yes,Average,C
461280,Male,No,No,Low,D
463070,Male,Yes,No,Low,D
464447,Male,Yes,Yes,Low,D
459617,Male,No,Yes,Low,D
464714,Female,No,Yes,Low,C
465160,Male,Yes,Yes,High,C
460239,Male,Yes,Yes,Average,C
465952,Male,No,Yes,Low,D
461005,Male,No,No,Low,D
465782,Female,No,No,Low,D
466886,Female,No,No,Low,D
464013,Male,No,No,Low,D
466604,Male,No,Yes,Low,D
466535,Male,No,Yes,Low,D
466786,Male,No,No,Low,D
460314,Female,No,No,Low,D
461088,Male,Yes,Yes,Low,B
464653,Female,Yes,No,Average,A
462771,Female,Yes,Yes,High,B
463358,Female,Yes,Yes,Average,B
466970,Female,Yes,Yes,Low,A
461491,Female,Yes,Yes,Average,C
464344,Female,Yes,Yes,Low,B
463655,Male,Yes,Yes,Low,B
463427,Female,Yes,Yes,Low,D
463016,Male,Yes,Yes,Low,B
464099,Female,Yes,Yes,Average,A
461446,Female,Yes,Yes,High,C
460241,Male,Yes,Yes,Average,C
465567,Male,Yes,Yes,Low,A
460536,Male,No,No,Low,D
464366,Male,Yes,Yes,Average,C
459339,Male,Yes,Yes,High,A
467466,Female,No,No,Low,A
465340,Female,No,Yes,Low,D
460319,Female,Yes,No,Average,D
466542,Female,Yes,Yes,High,B
459482,Male,Yes,No,Low,D
459369,Male,Yes,No,Average,A
467705,Male,Yes,Yes,Low,A
467838,Male,Yes,Yes,Average,C
465784,Female,No,No,Low,D
464301,Female,Yes,Yes,Average,B
462885,Male,Yes,No,High,D
466831,Male,Yes,Yes,Low,A
466114,Male,Yes,Yes,Average,C
463313,Female,Yes,Yes,Low,A
461237,Male,No,Yes,Low,A
463184,Female,Yes,Yes,Average,C
467591,Female,Yes,Yes,High,B
462350,Male,Yes,Yes,Average,C
466564,Female,No,No,Low,D
465221,Male,Yes,Yes,High,C
467569,Male,No,No,Low,D
464157,Male,Yes,Yes,High,C
460725,Male,Yes,Yes,High,B
462294,Male,Yes,No,Average,D
462336,Male,Yes,No,Low,B
462301,Female,No,No,Low,D
464137,Female,Yes,No,High,C
462673,Female,No,No,Low,D
467229,Female,No,Yes,Low,C
459524,Female,No,Yes,Low,C
461655,Female,Yes,Yes,Average,A
463145,Female,No,Yes,Low,B
467577,Female,Yes,Yes,Average,C
467836,Male,Yes,No,High,C
463018,Female,No,Yes,Low,D
467272,Male,Yes,Yes,High,A
467181,Female,Yes,Yes,Low,B
460939,Female,Yes,Yes,Low,B
465440,Male,Yes,No,Low,D
465512,Male,Yes,Yes,Average,D
466190,Male,Yes,Yes,Low,C
465570,Male,Yes,Yes,Average,C
463075,Male,Yes,Yes,Low,C
460932,Female,No,Yes,Low,D
459139,Female,Yes,Yes,Average,C
460277,Female,No,No,Low,B
460244,Female,No,Yes,Low,B
465265,Female,Yes,Yes,Average,B
462207,Male,No,No,Low,D
466327,Male,Yes,Yes,Average,A
465330,Male,No,Yes,Low,C
461235,Female,No,Yes,Low,D
464675,Female,Yes,No,Average,D
461386,Female,Yes,No,High,B
464548,Female,Yes,No,Low,A
462751,Male,No,No,Low,D
459016,Female,No,No,Low,D
461803,Female,No,No,Low,D
459277,Male,Yes,No,Low,B
461748,Male,No,Yes,Low,D
464768,Female,Yes,No,Average,A
463468,Male,Yes,Yes,Average,B
460238,Female,No,Yes,Low,A
459455,Female,Yes,Yes,Low,D
464327,Female,Yes,Yes,Low,C
463696,Female,No,Yes,Low,A
460856,Male,Yes,Yes,Average,C
462601,Female,Yes,No,High,D
467544,Male,Yes,No,Low,C
464515,Male,No,No,Low,D
461901,Male,No,Yes,Low,C
466677,Female,Yes,Yes,Average,A
467809,Male,Yes,Yes,Average,C
462313,Male,Yes,Yes,Average,C
461402,Female,No,Yes,Low,D
460810,Female,Yes,No,High,D
459242,Male,Yes,Yes,Low,B
460801,Female,Yes,No,High,A
462306,Male,Yes,No,High,A
463913,Male,No,Yes,Low,A
464729,Male,No,No,Low,D
467133,Female,Yes,Yes,High,C
465403,Female,No,No,Low,A
463759,Male,Yes,Yes,High,C
463685,Female,No,Yes,Low,B
461224,Female,Yes,Yes,High,D
459504,Male,Yes,Yes,High,A
461805,Female,No,Yes,Low,D
463495,Male,No,No,Low,B
462212,Male,No,No,Low,D
464977,Female,Yes,No,Average,B
465381,Female,No,No,Low,C
460019,Female,No,Yes,Low,C
465389,Male,Yes,Yes,Low,B
463162,Male,Yes,Yes,High,A
464718,Male,No,No,Low,B
462519,Male,No,No,Low,D
459530,Female,Yes,Yes,High,C
461066,Female,Yes,No,Average,A
459444,Male,Yes,Yes,High,C
465843,Female,No,Yes,Low,B
460869,Male,Yes,Yes,Average,B
462029,Male,No,No,Low,A
459865,Male,Yes,Yes,Average,C
464968,Male,No,No,Low,A
462272,Male,Yes,No,Average,A
464879,Female,Yes,Yes,Average,A
462684,Female,No,No,Low,D
462194,Male,Yes,No,Low,A
465415,Male,No,No,Low,C
465251,Male,No,No,Low,D
460733,Male,No,Yes,Low,D
459418,Male,Yes,No,High,D
464265,Male,Yes,Yes,Low,C
463421,Male,Yes,Yes,Average,B
459013,Male,Yes,Yes,Average,C
466875,Female,No,Yes,Low,D
463817,Female,No,Yes,Low,D
466139,Female,Yes,No,Average,C
460227,Male,No,No,Low,C
464250,Male,Yes,Yes,High,C
462118,Male,No,Yes,Low,C
467235,Female,No,Yes,Low,D
467648,Male,Yes,No,Average,A
466306,Male,No,No,Low,D
464739,Male,Yes,Yes,Low,B
466121,Female,Yes,Yes,Average,C
464441,Male,Yes,Yes,Low,A
466660,Male,No,No,Low,D
458992,Female,No,Yes,Low,D
464623,Male,Yes,Yes,High,A
465530,Female,Yes,Yes,Average,C
462891,Male,No,No,Low,C
459360,Female,No,Yes,Low,C
459088,Female,No,No,Low,D
459911,Male,No,No,Low,D
466199,Female,Yes,Yes,Low,C
460018,Female,Yes,Yes,Average,C
465580,Male,Yes,No,Average,D
466070,Female,Yes,Yes,Average,C
462471,Male,No,Yes,Low,A
461759,Male,Yes,Yes,Low,C
462048,Female,No,No,Low,D
463050,Male,Yes,Yes,Average,B
465597,Female,No,Yes,Low,A
462092,Female,Yes,Yes,Average,B
467574,Male,No,Yes,Low,D
463940,Female,No,No,Low,C
459718,Male,Yes,Yes,Low,B
461899,Female,No,No,Low,D
459544,Female,No,No,Low,D
466273,Female,No,No,Low,D
461813,Male,No,Yes,Low,D
462851,Male,No,No,Low,D
466860,Male,No,No,Low,C
464617,Female,No,Yes,Low,A
462228,Female,No,No,Low,A
460903,Male,No,No,Low,D
464518,Male,Yes,No,High,D
462800,Female,Yes,Yes,Average,B
467489,Male,No,Yes,Low,D
464894,Male,No,No,Low,D
464533,Male,Yes,No,High,B
467278,Female,Yes,Yes,High,B
464601,Female,No,Yes,Low,D
461980,Male,Yes,Yes,Low,A
461489,Female,Yes,Yes,High,C
466778,Male,Yes,Yes,Low,A
465621,Male,No,Yes,Low,C
461758,Male,No,Yes,Low,D
460935,Male,Yes,Yes,Low,D
465895,Female,Yes,No,Average,B
465278,Male,Yes,No,High,C
462655,Male,No,Yes,Low,D
465100,Male,Yes,Yes,High,C
464274,Female,Yes,Yes,Average,C
467153,Female,Yes,Yes,Low,A
459399,Female,No,No,Low,D
466852,Female,No,No,Low,C
464101,Male,Yes,Yes,Average,C
465501,Male,Yes,Yes,High,D
462516,Female,No,No,Low,D
466405,Female,Yes,Yes,Average,A
465594,Male,Yes,No,Low,D
465685,Male,No,Yes,Low,D
461774,Female,Yes,Yes,High,B
467341,Male,No,Yes,Low,B
461612,Female,No,Yes,Low,C
466629,Male,No,No,Low,C
467036,Male,Yes,No,Low,B
465306,Male,Yes,No,Average,D
467165,Female,No,No,Low,D
465789,Male,No,No,Low,D
465422,Female,Yes,Yes,Average,C
462049,Male,Yes,Yes,Average,B
465838,Female,Yes,No,Average,A
467379,Male,Yes,Yes,Average,B
462396,Male,Yes,Yes,Average,C
465285,Female,Yes,No,Low,D
461292,Female,Yes,No,High,D
466004,Male,Yes,Yes,Average,C
464853,Male,Yes,No,Average,A
467455,Female,No,Yes,Low,C
465667,Male,No,No,Low,D
463437,Male,Yes,Yes,Average,B
461291,Male,No,No,Low,D
459889,Male,Yes,Yes,Average,B
466460,Male,Yes,No,Low,D
460674,Female,No,Yes,Low,A
460132,Male,No,Yes,Low,D
463613,Female,Yes,Yes,Average,A
465231,Male,Yes,No,Average,C
463002,Male,Yes,Yes,High,B
464018,Male,No,No,Low,D
464685,Male,No,No,Low,D
465406,Female,No,Yes,Low,D
467299,Female,No,Yes,Low,B
461879,Male,Yes,Yes,Average,B
458994,Male,Yes,Yes,Average,A
459000,Male,Yes,No,High,B
459001,Female,No,No,Low,A
459005,Male,Yes,Yes,Low,D
459008,Female,Yes,Yes,Average,D
459013,Male,Yes,Yes,Average,B
459014,Male,No,No,Low,B
459024,Male,Yes,Yes,Average,A
459032,Male,No,No,Low,D
459033,Female,Yes,Yes,Low,C
459036,Female,Yes,Yes,Average,D
459039,Male,Yes,Yes,Average,B
459041,Male,Yes,Yes,Low,B
459045,Female,Yes,Yes,Average,C
459056,Male,Yes,No,High,A
459059,Male,Yes,No,High,B
459061,Female,Yes,Yes,High,B
459064,Male,Yes,No,High,B
459065,Male,Yes,Yes,Low,A
459074,Female,No,Yes,Low,B
459079,Male,Yes,Yes,High,C
459080,Male,Yes,No,Low,C
459083,Male,Yes,Yes,Average,A
459090,Male,No,No,Low,B
459091,Male,Yes,Yes,Average,D
459093,Female,Yes,Yes,Average,D
459100,Female,No,Yes,Low,C
459106,Male,Yes,Yes,Low,A
459114,Male,Yes,Yes,Average,B
459116,Male,Yes,Yes,Average,C
459117,Male,Yes,Yes,High,B
459118,Male,No,No,Low,A
459119,Male,Yes,Yes,High,D
459120,Male,No,No,Low,A
459121,Female,Yes,Yes,Average,C
459123,Female,Yes,No,High,A
459130,Female,Yes,No,High,C
459132,Male,No,No,Low,B
459136,Male,Yes,Yes,Average,D
459144,Male,Yes,Yes,High,B
459145,Male,Yes,No,Low,C
459160,Male,Yes,Yes,Average,B
459161,Male,Yes,Yes,High,D
459162,Female,Yes,Yes,High,C
459167,Female,No,Yes,Low,D
459171,Male,Yes,Yes,Average,D
459172,Male,No,No,Low,C
459181,Male,Yes,No,High,A
459182,Female,Yes,Yes,Average,A
459193,Male,No,Yes,Low,C
459194,Female,Yes,Yes,High,A
459196,Female,No,No,Low,B
459208,Female,Yes,Yes,High,B
459209,Female,No,No,Low,D
459213,Female,No,Yes,Low,D
459216,Female,No,Yes,Low,B
459220,Female,Yes,Yes,High,D
459222,Female,Yes,Yes,Average,A
459224,Female,Yes,Yes,Average,D
459229,Female,Yes,Yes,Average,D
459236,Female,Yes,No,High,D
459237,Male,No,Yes,Low,D
459244,Male,Yes,Yes,Low,D
459247,Male,Yes,Yes,Average,A
459258,Female,Yes,Yes,High,C
459263,Female,No,No,Low,A
459264,Female,No,Yes,Low,D
459270,Male,Yes,Yes,High,B
459287,Male,No,Yes,Low,C
459289,Male,No,Yes,Low,B
459290,Female,Yes,Yes,Average,C
459292,Male,No,Yes,Low,B
459293,Male,No,No,Low,C
459296,Male,Yes,Yes,Average,B
459300,Female,Yes,Yes,Low,B
459307,Male,Yes,Yes,Low,C
459310,Male,No,Yes,Low,B
459316,Male,Yes,Yes,Low,A
459339,Male,Yes,Yes,High,C
459344,Female,Yes,Yes,High,D
459347,Male,Yes,Yes,Low,A
459349,Female,Yes,Yes,High,B
459353,Male,Yes,Yes,Average,B
459354,Female,Yes,Yes,High,B
459355,Female,Yes,No,Low,B
459360,Female,No,Yes,Low,A
459361,Female,No,Yes,Low,D
459362,Male,Yes,No,Low,D
459363,Male,No,Yes,Low,C
459377,Male,Yes,Yes,Average,D
459384,Male,Yes,Yes,Average,D
459385,Female,Yes,Yes,Average,A
459386,Male,Yes,No,High,C
459391,Female,No,Yes,Low,B
459394,Male,No,No,Low,D
459397,Male,Yes,Yes,Average,A
459398,Female,Yes,No,High,B
459403,Male,Yes,Yes,Average,B
459405,Female,Yes,No,High,B
459410,Female,Yes,Yes,High,A
459412,Male,Yes,Yes,Average,D
459413,Female,Yes,Yes,High,B
459418,Male,Yes,No,High,C
459420,Female,Yes,Yes,Low,C
459421,Male,Yes,No,Average,D
459423,Male,No,No,Low,A
459432,Male,Yes,Yes,Low,C
459436,Female,No,Yes,Low,A
459445,Female,Yes,Yes,Average,B
459447,Male,Yes,Yes,Low,C
459449,Male,Yes,Yes,Low,A
459451,Female,Yes,Yes,Low,D
459456,Female,No,No,Low,A
459458,Male,No,No,Low,C
459461,Female,Yes,Yes,Low,B
459464,Male,No,Yes,Low,A
459466,Female,Yes,Yes,Average,A
459467,Female,Yes,Yes,Average,B
459469,Male,Yes,Yes,Low,B
459471,Female,No,No,Low,A
459480,Female,Yes,Yes,Low,C
459481,Male,Yes,No,Low,C
459482,Male,Yes,No,Low,C
459485,Female,Yes,Yes,High,C
459497,Female,Yes,Yes,Low,B
459499,Female,Yes,No,High,C
459503,Male,Yes,Yes,High,D
459505,Female,No,Yes,Low,A
459507,Male,Yes,No,High,B
459509,Male,No,Yes,Low,B
459512,Male,Yes,Yes,High,A
459541,Male,Yes,Yes,High,C
459555,Female,No,Yes,Low,B
459558,Male,No,Yes,Low,A
459564,Male,Yes,Yes,Low,D
459566,Female,Yes,Yes,Low,A
459567,Male,Yes,Yes,Average,B
459576,Female,Yes,No,Low,B
459579,Female,Yes,Yes,Average,A
459581,Female,No,No,Low,C
459583,Male,Yes,Yes,Low,C
459585,Female,Yes,Yes,Average,C
459592,Male,No,No,Low,D
459594,Female,Yes,Yes,Low,D
459597,Female,Yes,Yes,High,D
459607,Male,Yes,Yes,Average,A
459608,Female,No,Yes,Low,D
459612,Male,No,No,Low,D
459617,Male,No,Yes,Low,C
459618,Male,Yes,Yes,Average,B
459621,Female,No,No,Low,A
459626,Female,Yes,No,Low,D
459632,Female,Yes,No,High,C
459652,Female,No,No,Low,B
459664,Male,No,Yes,Low,A
459665,Male,Yes,Yes,Low,A
459672,Male,Yes,No,Average,A
459673,Female,Yes,Yes,Low,C
459678,Male,No,No,Low,A
459680,Male,No,Yes,Low,B
459686,Male,Yes,Yes,Low,A
459691,Male,Yes,No,Average,D
459692,Female,Yes,Yes,High,A
459693,Female,Yes,Yes,High,C
459701,Male,No,No,Low,D
459710,Male,Yes,Yes,Low,D
459713,Male,No,No,Low,C
459725,Female,Yes,Yes,Low,A
459727,Male,Yes,No,High,D
459742,Female,Yes,No,High,D
459745,Male,Yes,No,Low,C
459748,Male,Yes,No,High,B
459756,Female,Yes,No,High,C
459779,Female,Yes,Yes,Low,B
459785,Female,No,Yes,Low,D
459793,Male,Yes,Yes,High,B
459795,Male,No,Yes,Low,B
459801,Female,No,Yes,Low,B
459806,Female,Yes,No,Average,A
459808,Male,Yes,No,Average,A
459816,Male,Yes,Yes,Low,A
459819,Male,Yes,Yes,High,C
459827,Female,No,No,Low,A
459832,Male,Yes,Yes,Low,D
459845,Male,Yes,Yes,Low,B
459851,Male,No,Yes,Low,C
459853,Male,No,No,Low,D
459856,Male,Yes,No,Average,C
459861,Female,Yes,No,High,B
459866,Female,No,Yes,Low,D
459867,Male,Yes,Yes,High,C
459869,Female,No,No,Low,A
459871,Female,Yes,No,Average,C
459885,Female,No,Yes,Low,A
459887,Male,Yes,No,Average,D
459897,Female,Yes,Yes,Low,B
459909,Male,Yes,Yes,Low,C
459910,Male,Yes,Yes,Low,C
459914,Male,No,Yes,Low,A
459923,Male,No,Yes,Low,B
459937,Female,No,Yes,Low,D
459943,Male,No,Yes,Low,C
459945,Male,Yes,Yes,Low,A
459946,Female,Yes,Yes,Average,D
459949,Female,No,Yes,Low,C
